userName,userImage,score,date,text
"Aditi Sharma",https://play-lh.googleusercontent.com/a-/ACB-R5QC-y64J2oy804DyCBjpGSi7h61GsYQ-ktPeTEc,5,2023-04-09T17:24:42.802Z,"It is awesome app . But it's actually really things"
"Ronisha Princess love",https://play-lh.googleusercontent.com/a/AGNmyxaPjk07mbw2t2gjjBpy-yu2V1QPJVHXtdtwwAk_=mo,5,2023-04-09T16:32:07.398Z,"ⓣⓗⓘⓢ ⓘⓢ ⓣⓗⓔ ⓑⓔⓢⓣ ⓐⓟⓟ ⓔⓥⓔⓡ"
"Padma09 Madishitty",https://play-lh.googleusercontent.com/a/AGNmyxb_TFZbrDgkACzCMEYyLT1ly3iNkyx4ksQ2nYQ_=mo,5,2023-04-09T15:51:14.919Z,"There are so many tests like enemy test , guess the makeup ........ I just love the game itself ,thank you."
"ayuwin wellness",https://play-lh.googleusercontent.com/a-/ACB-R5Qb0tzLKt_kxitoQGIBeHAKEtTIWtfzd2uCmrWt,5,2023-04-09T15:48:43.769Z,"This is very good आप I love it"
"rajniarun walia",https://play-lh.googleusercontent.com/a/AGNmyxYpH68eWHpAf0JZora5wOAFdQ6xbLnNAUeYb3Q=mo,2,2023-04-09T15:28:27.172Z,"this app was very nice"
"Uyanga Enkhbaatar",https://play-lh.googleusercontent.com/a/AGNmyxbHHDwVF_SSwa5hp4VnzgjTdX4h8mt4u_E-X2FP=mo,5,2023-04-09T15:08:00.811Z,"I iove ok"
"Kim",https://play-lh.googleusercontent.com/a/AGNmyxbJ3RxNCQ_KHtqf0fy3eKPFdoLzram6xZ9sz2oE=mo,4,2023-04-09T14:57:24.969Z,"Pretty fun game! I played it every day like 3 months ago.. But it started to get boring. Luckyly I've seen ONE add in this game, and I've had for so long! Great game besides that! Edit: Ugh I updated the game and now their is is no reason why I used up my time to update. Let me explain, I looked at a comment on this game and it explained the bff diary came out! So I was like yay! And updated it, so when it got done updating which took FOREVER! Nothing was new, no bff diary, no nothing!😭"
"Shaik Meeran",https://play-lh.googleusercontent.com/a/AGNmyxa3nZfONabLwou8Ccw2o_TV-a2R7d9G70nIXR0_=mo,3,2023-04-09T14:16:45.902Z,"Good"
"Wild Kids",https://play-lh.googleusercontent.com/a-/ACB-R5QIGbJCGtlxtYw0ulGsuI0sKK2uSN7HGvU0MkJG,5,2023-04-09T13:31:19.732Z,"It's a great app and all but I feel it's trying to get your personal info so get it but lie to it"
"John newman",https://play-lh.googleusercontent.com/a/AGNmyxZvY-RrieiXrMLp_3fE5gGoll2E14G0PwXnDWjk=mo,5,2023-04-09T13:30:45.580Z,"Its super fun to see much you really know your bff and theres other quizs like bond with your dog or sister/brother you should play have fun"
